,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,from,zipcode,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2
2498,183,10.0,0,19,1,8,10,3,3.0,1,1,184.0,1,0.28,1,34.0,2.0,16.67,16.67,16.67,16.67,16.67,16.67,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,2.0,24.0,Social work,11.0,2.0,1.0,1.0,Uzbekistan,"703,007",1.0,7.0,3.0,boxing champ,6.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,5.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,9.0,7.0,9.0,9.0,7.0,1,8.0,9.0,9.0,7.0,6.0,9.0,7.0,9.0,2.0,5.0,5.0,3.0,3.0,14.89,17.02,17.02,17.02,17.02,17.02,9.0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,8.0,9.0,8.0
2508,184,1.0,1,2,1,8,10,1,3.0,9,1,174.0,1,0.34,0,29.0,4.0,9.52,23.81,16.67,16.67,16.67,16.67,1,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,34.0,International Business,8.0,2.0,1.0,1.0,Nebraska,"68,005",2.0,4.0,2.0,International Business,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,7.0,9.0,5.0,1,8.0,10.0,10.0,8.0,6.0,7.0,7.0,7.0,2.0,2.0,9.0,3.0,3.0,20.0,17.78,20.0,17.78,11.11,13.33,10.0,6.0,5.0,9.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,9.0,7.0,5.0
2510,184,1.0,1,2,1,8,10,7,3.0,5,3,176.0,1,0.48,0,28.0,4.0,13.04,21.74,19.57,17.39,15.22,13.04,1,7.0,7.0,8.0,6.0,7.0,5.0,6.0,3.0,2.0,34.0,International Business,8.0,2.0,1.0,1.0,Nebraska,"68,005",2.0,4.0,2.0,International Business,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,7.0,9.0,5.0,1,10.0,10.0,10.0,7.0,10.0,6.0,9.0,7.0,2.0,2.0,9.0,3.0,3.0,20.0,17.78,20.0,17.78,11.11,13.33,10.0,6.0,5.0,9.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,9.0,7.0,5.0
2517,184,1.0,1,2,1,8,10,3,3.0,1,10,183.0,1,0.28,1,24.0,2.0,20.0,22.5,17.5,22.5,10.0,7.5,1,8.0,9.0,9.0,7.0,6.0,9.0,7.0,9.0,2.0,34.0,International Business,8.0,2.0,1.0,1.0,Nebraska,"68,005",2.0,4.0,2.0,International Business,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,7.0,9.0,5.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,2.0,2.0,9.0,3.0,3.0,20.0,17.78,20.0,17.78,11.11,13.33,10.0,6.0,5.0,9.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,9.0,7.0,5.0
2525,185,2.0,1,4,1,8,10,5,7.0,9,8,181.0,1,0.62,0,22.0,1.0,15.38,19.23,19.23,17.31,17.31,11.54,1,6.0,8.0,9.0,6.0,10.0,6.0,6.0,6.0,2.0,25.0,Statistics,2.0,4.0,3.0,4.0,Queens,"8,854",1.0,7.0,4.0,Paper Back Writer,6.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,6.0,16.98,15.09,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,10.0,10.0,7.0,8.0,8.0,1,9.0,10.0,8.0,8.0,8.0,5.0,9.0,10.0,2.0,8.0,6.0,3.0,2.0,14.0,16.0,18.0,18.0,18.0,16.0,10.0,8.0,8.0,10.0,7.0,8.0,17.54,17.54,15.79,17.54,17.54,14.04,9.0,8.0,8.0,7.0,7.0
2530,186,3.0,1,6,1,8,10,7,4.0,4,3,176.0,1,0.5,1,28.0,4.0,13.04,21.74,19.57,17.39,15.22,13.04,1,7.0,8.0,7.0,6.0,5.0,6.0,7.0,5.0,2.0,24.0,Medical Informatics,5.0,4.0,4.0,3.0,Kansas,"66,610",1.0,7.0,3.0,Professor,2.0,5.0,1.0,4.0,9.0,5.0,3.0,6.0,1.0,1.0,6.0,7.0,4.0,7.0,8.0,8.0,6.0,3.0,7.0,19.44,19.44,22.22,16.67,11.11,11.11,7.0,4.0,6.0,8.0,6.0,4.0,15.79,13.16,21.05,18.42,21.05,10.53,4.0,8.0,4.0,7.0,6.0,1,8.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,2.0,2.0,7.0,3.0,3.0,16.67,22.22,25.0,11.11,11.11,13.89,8.0,5.0,5.0,7.0,5.0,8.0,13.16,10.53,21.05,21.05,18.42,15.79,4.0,9.0,7.0,5.0,6.0
2573,190,7.0,1,14,1,8,10,9,6.0,4,6,179.0,1,0.22,0,30.0,3.0,19.15,21.28,17.02,17.02,12.77,12.77,1,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,25.0,International Development,13.0,2.0,1.0,1.0,Azerbaijan,"370,138",2.0,7.0,3.0,Development work on field in the middle of nowhere,9.0,7.0,7.0,8.0,3.0,2.0,2.0,6.0,5.0,9.0,8.0,2.0,4.0,7.0,9.0,10.0,3.0,1.0,8.0,15.56,20.0,20.0,20.0,13.33,11.11,9.0,7.0,8.0,9.0,8.0,7.0,12.77,19.15,19.15,19.15,14.89,14.89,7.0,7.0,7.0,7.0,7.0,1,10.0,8.0,10.0,9.0,9.0,5.0,9.0,5.0,2.0,5.0,6.0,3.0,3.0,18.6,16.28,13.95,23.26,13.95,13.95,9.0,8.0,5.0,7.0,4.0,7.0,14.89,19.15,19.15,17.02,19.15,10.64,6.0,7.0,8.0,9.0,6.0
2580,191,8.0,1,16,1,8,10,7,10.0,8,3,176.0,1,0.32,0,28.0,4.0,13.04,21.74,19.57,17.39,15.22,13.04,1,8.0,6.0,7.0,8.0,7.0,6.0,5.0,5.0,2.0,28.0,Business,8.0,2.0,6.0,1.0,Connecticut,"6,878",5.0,4.0,2.0,Private Equity,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,20.45,20.45,20.45,18.18,18.18,2.27,8.0,7.0,6.0,5.0,4.0,5.0,9.09,20.45,18.18,15.91,20.45,15.91,7.0,7.0,6.0,7.0,8.0,1,7.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,2.0,4.0,5.0,3.0,3.0,21.43,19.05,19.05,19.05,16.67,4.76,9.0,7.0,6.0,6.0,5.0,7.0,13.04,17.39,17.39,15.22,19.57,17.39,7.0,6.0,8.0,7.0,8.0
2585,191,8.0,1,16,1,8,10,5,10.0,6,8,181.0,1,0.16,0,22.0,1.0,15.38,19.23,19.23,17.31,17.31,11.54,1,8.0,9.0,8.0,8.0,8.0,4.0,6.0,5.0,2.0,28.0,Business,8.0,2.0,6.0,1.0,Connecticut,"6,878",5.0,4.0,2.0,Private Equity,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,20.45,20.45,20.45,18.18,18.18,2.27,8.0,7.0,6.0,5.0,4.0,5.0,9.09,20.45,18.18,15.91,20.45,15.91,7.0,7.0,6.0,7.0,8.0,1,8.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,2.0,4.0,5.0,3.0,3.0,21.43,19.05,19.05,19.05,16.67,4.76,9.0,7.0,6.0,6.0,5.0,7.0,13.04,17.39,17.39,15.22,19.57,17.39,7.0,6.0,8.0,7.0,8.0
2605,193,10.0,1,20,1,8,10,5,5.0,1,8,181.0,1,0.54,0,22.0,1.0,15.38,19.23,19.23,17.31,17.31,11.54,1,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,2.0,25.0,law,1.0,4.0,2.0,2.0,new york city,"11,419",1.0,6.0,2.0,lawyer,1.0,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,4.0,20.93,16.28,23.26,16.28,11.63,11.63,10.0,5.0,5.0,7.0,5.0,3.0,26.32,13.16,13.16,26.32,13.16,7.89,7.0,9.0,5.0,10.0,7.0,1,8.0,10.0,8.0,6.0,9.0,9.0,8.0,7.0,2.0,2.0,4.0,3.0,1.0,20.93,18.6,18.6,13.95,13.95,13.95,9.0,5.0,6.0,8.0,4.0,5.0,20.93,11.63,13.95,20.93,20.93,11.63,7.0,8.0,10.0,7.0,8.0
2643,195,2.0,0,3,2,9,20,6,6.0,1,16,229.0,1,0.49,1,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,1,8.0,9.0,7.0,9.0,5.0,5.0,7.0,7.0,2.0,27.0,microbiology,10.0,2.0,3.0,9.0,"Rochester, NY","14,526",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,9.0,7.0,9.0,10.0,8.0,22.73,15.91,18.18,18.18,11.36,13.64,9.0,8.0,10.0,10.0,8.0,1,8.0,8.0,9.0,9.0,8.0,6.0,7.0,9.0,2.0,6.0,8.0,3.0,3.0,16.0,12.0,20.0,18.0,16.0,18.0,9.0,10.0,7.0,8.0,6.0,9.0,20.83,12.5,18.75,18.75,12.5,16.67,9.0,7.0,9.0,8.0,7.0
2764,201,8.0,0,15,2,9,20,9,9.0,13,17,230.0,1,-0.83,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,1,9.0,8.0,9.0,9.0,5.0,5.0,7.0,4.0,2.0,25.0,QMSS,8.0,2.0,8.0,8.0,New York,"7,726",1.0,4.0,2.0,Business,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,7.0,9.0,7.0,8.0,8.0,7.0,25.71,17.14,14.29,22.86,8.57,11.43,7.0,8.0,9.0,9.0,8.0,1,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,2.0,1.0,5.0,1.0,2.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,7.0,8.0,7.0,20.51,20.51,15.38,15.38,12.82,15.38,8.0,7.0,9.0,9.0,7.0
2964,211,18.0,0,35,2,9,20,7,7.0,11,17,230.0,1,0.25,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,1,9.0,7.0,7.0,7.0,5.0,7.0,8.0,4.0,2.0,28.0,International Affairs,13.0,2.0,9.0,1.0,Bulgaria,0,2.0,4.0,1.0,Humanitarian Affairs/Human Rights,9.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,8.0,8.0,10.0,10.0,8.0,7.0,16.0,16.0,18.0,20.0,14.0,16.0,7.0,9.0,9.0,9.0,9.0,1,6.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,1.0,2.0,2.0,3.0,2.0,14.81,14.81,18.52,18.52,16.67,16.67,8.0,8.0,9.0,10.0,9.0,9.0,18.0,16.0,16.0,18.0,16.0,16.0,9.0,9.0,10.0,9.0,10.0
2980,212,19.0,0,37,2,9,20,10,10.0,10,13,226.0,1,0.2,0,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,1,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,27.0,Master in Public Administration,8.0,3.0,3.0,6.0,New York City,"11,364",1.0,5.0,2.0,Finance,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,5.0,14.29,18.37,18.37,16.33,18.37,14.29,9.0,6.0,6.0,9.0,6.0,6.0,22.5,15.0,15.0,22.5,12.5,12.5,7.0,9.0,7.0,8.0,9.0,1,8.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,2.0,7.0,7.0,1.0,2.0,14.89,19.15,19.15,14.89,17.02,14.89,8.0,6.0,6.0,8.0,6.0,6.0,20.51,15.38,15.38,20.51,15.38,12.82,7.0,8.0,7.0,7.0,8.0
3266,226,13.0,1,26,2,9,20,10,1.0,10,19,212.0,1,0.2,0,27.0,3.0,14.29,18.37,18.37,16.33,18.37,14.29,1,8.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,2.0,23.0,International Business,8.0,2.0,1.0,3.0,Pittsburgh,"15,211",2.0,3.0,1.0,Entertainment/Sports,6.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,10.0,10.0,10.0,10.0,10.0,1,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,4.0,6.0,3.0,2.0,25.0,15.0,17.5,20.0,12.5,10.0,10.0,4.0,6.0,5.0,4.0,8.0,19.51,19.51,19.51,12.2,17.07,12.2,9.0,9.0,9.0,9.0,8.0
3309,229,16.0,1,32,2,9,20,6,6.0,1,2,195.0,1,0.49,1,27.0,2.0,15.38,19.23,19.23,19.23,13.46,13.46,1,8.0,8.0,9.0,9.0,8.0,6.0,7.0,9.0,2.0,28.0,biomedicine,10.0,2.0,7.0,1.0,New York,"11,354",1.0,6.0,3.0,CEO in For Profit Biomedical Organization,7.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,8.0,7.0,5.0,10.0,10.0,1,8.0,9.0,7.0,9.0,5.0,5.0,7.0,7.0,2.0,6.0,4.0,1.0,3.0,22.73,15.91,22.73,15.91,11.36,11.36,10.0,5.0,5.0,10.0,5.0,5.0,17.78,11.11,17.78,20.0,22.22,11.11,8.0,8.0,10.0,5.0,10.0
3335,230,17.0,1,34,2,9,20,9,17.0,13,8,201.0,1,-0.83,1,25.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,1,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,2.0,42.0,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",2.0,7.0,3.0,consulting,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,6.0,6.0,6.0,6.0,1,9.0,8.0,9.0,9.0,5.0,5.0,7.0,4.0,2.0,1.0,7.0,1.0,3.0,23.08,20.51,20.51,15.38,7.69,12.82,8.0,6.0,6.0,6.0,3.0,7.0,18.6,16.28,13.95,18.6,18.6,13.95,7.0,7.0,7.0,7.0,4.0
3345,230,17.0,1,34,2,9,20,7,17.0,11,18,211.0,1,0.25,1,28.0,2.0,16.36,16.36,18.18,18.18,16.36,14.55,1,6.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,1.0,42.0,International Affairs,13.0,2.0,5.0,1.0,"Detroit, Michigan, USA","48,127",2.0,7.0,3.0,consulting,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,6.0,6.0,6.0,6.0,1,9.0,7.0,7.0,7.0,5.0,7.0,8.0,4.0,2.0,1.0,7.0,1.0,3.0,23.08,20.51,20.51,15.38,7.69,12.82,8.0,6.0,6.0,6.0,3.0,7.0,18.6,16.28,13.95,18.6,18.6,13.95,7.0,7.0,7.0,7.0,4.0
3422,235,2.0,0,3,1,10,9,1,1.0,5,6,248.0,1,0.04,0,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,1,7.0,8.0,6.0,8.0,6.0,4.0,8.0,6.0,2.0,23.0,elementary education,9.0,2.0,3.0,1.0,"Boston, MA","1,890",1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,1,7.0,6.0,6.0,8.0,7.0,7.0,7.0,4.0,0.0,1.0,3.0,1.0,3.0,15.0,20.0,20.0,20.0,15.0,10.0,20.0,20.0,15.0,20.0,10.0,15.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,8.0,8.0,8.0
3476,241,8.0,0,15,1,10,9,9,9.0,4,6,248.0,1,0.17,0,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,1,6.0,7.0,7.0,8.0,7.0,5.0,7.0,6.0,2.0,29.0,Business,8.0,4.0,1.0,1.0,New York,"10,454",2.0,4.0,2.0,president,7.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,2.0,90.0,2.0,2.0,2.0,2.0,2.0,15.0,35.0,15.0,10.0,10.0,15.0,90.0,5.0,2.0,3.0,0.0,5.0,8.0,10.0,8.0,8.0,8.0,1,10.0,6.0,8.0,9.0,7.0,5.0,7.0,6.0,0.0,2.0,7.0,3.0,3.0,75.0,5.0,5.0,5.0,5.0,5.0,15.0,25.0,35.0,5.0,15.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,8.0,7.0,7.0
3485,242,9.0,0,17,1,10,9,4,4.0,8,6,248.0,1,0.16,0,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,1,8.0,7.0,7.0,6.0,6.0,5.0,8.0,5.0,2.0,26.0,sociology,3.0,3.0,3.0,3.0,uruguay,"12,000",3.0,7.0,3.0,researcher in sociology,2.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,6.0,20.0,20.0,25.0,20.0,5.0,10.0,25.0,15.0,20.0,25.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,1,5.0,3.0,6.0,7.0,10.0,3.0,7.0,6.0,0.0,3.0,6.0,3.0,3.0,25.0,20.0,25.0,18.0,2.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0,8.0,9.0,8.0,6.0,3.0
3535,248,6.0,1,12,1,10,9,1,1.0,5,2,235.0,1,0.04,0,23.0,2.0,15.0,15.0,20.0,20.0,20.0,10.0,1,7.0,6.0,6.0,8.0,7.0,7.0,7.0,4.0,2.0,27.0,Business,8.0,6.0,1.0,1.0,San Francisco,"92,037",1.0,4.0,1.0,Trader,7.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,35.0,5.0,15.0,30.0,5.0,10.0,20.0,15.0,15.0,25.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,1,7.0,8.0,6.0,8.0,6.0,4.0,8.0,6.0,0.0,2.0,7.0,3.0,3.0,20.0,10.0,10.0,20.0,15.0,15.0,30.0,10.0,20.0,25.0,10.0,5.0,20.0,10.0,20.0,20.0,20.0,10.0,5.0,6.0,8.0,7.0,8.0
3541,248,6.0,1,12,1,10,9,9,9.0,4,8,241.0,1,0.17,0,29.0,4.0,90.0,2.0,2.0,2.0,2.0,2.0,1,10.0,6.0,8.0,9.0,7.0,5.0,7.0,6.0,2.0,27.0,Business,8.0,6.0,1.0,1.0,San Francisco,"92,037",1.0,4.0,1.0,Trader,7.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,35.0,5.0,15.0,30.0,5.0,10.0,20.0,15.0,15.0,25.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,1,6.0,7.0,7.0,8.0,7.0,5.0,7.0,6.0,0.0,2.0,7.0,3.0,3.0,20.0,10.0,10.0,20.0,15.0,15.0,30.0,10.0,20.0,25.0,10.0,5.0,20.0,10.0,20.0,20.0,20.0,10.0,5.0,6.0,8.0,7.0,8.0
3542,248,6.0,1,12,1,10,9,4,4.0,8,9,242.0,1,0.16,0,26.0,3.0,20.0,20.0,25.0,20.0,5.0,10.0,1,5.0,3.0,6.0,7.0,10.0,3.0,7.0,6.0,2.0,27.0,Business,8.0,6.0,1.0,1.0,San Francisco,"92,037",1.0,4.0,1.0,Trader,7.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,35.0,5.0,15.0,30.0,5.0,10.0,20.0,15.0,15.0,25.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,1,8.0,7.0,7.0,6.0,6.0,5.0,8.0,5.0,0.0,2.0,7.0,3.0,3.0,20.0,10.0,10.0,20.0,15.0,15.0,30.0,10.0,20.0,25.0,10.0,5.0,20.0,10.0,20.0,20.0,20.0,10.0,5.0,6.0,8.0,7.0,8.0
3588,252,1.0,0,1,2,11,21,18,18.0,9,19,291.0,1,-0.16,0,27.0,4.0,20.0,20.0,15.0,15.0,12.0,18.0,1,6.0,10.0,8.0,9.0,8.0,7.0,7.0,6.0,2.0,28.0,Political Science,13.0,3.0,1.0,1.0,Mexico,"11,910",1.0,6.0,2.0,Professor,2.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,0.0,25.0,25.0,25.0,25.0,0.0,30.0,20.0,10.0,30.0,0.0,10.0,20.0,5.0,20.0,20.0,20.0,15.0,9.0,9.0,9.0,9.0,10.0,1,1.0,7.0,9.0,2.0,9.0,2.0,2.0,8.0,0.0,2.0,4.0,1.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,8.0
3603,253,2.0,0,3,2,11,21,4,4.0,1,13,285.0,1,0.01,0,24.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,1,5.0,5.0,5.0,4.0,4.0,4.0,4.5,8.0,2.0,33.0,sociology,3.0,4.0,1.0,1.0,Japan,"7,024",2.0,6.0,6.0,researcher/academia,2.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,7.0,25.0,30.0,10.0,10.0,5.0,20.0,30.0,20.0,10.0,25.0,5.0,20.0,40.0,20.0,5.0,20.0,5.0,20.0,8.0,10.0,9.0,8.0,7.0,1,6.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,0.0,8.0,8.0,1.0,3.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,15.0,15.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,9.0,9.0,8.0,7.0
3660,256,5.0,0,9,2,11,21,7,7.0,2,7,279.0,1,-0.06,0,25.0,2.0,27.0,15.0,28.0,10.0,10.0,10.0,1,7.0,7.0,8.0,6.0,9.0,6.0,6.0,6.0,2.0,24.0,Medicine,4.0,4.0,6.0,5.0,Northern Virginia,"22,015",2.0,6.0,4.0,Physician,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,15.0,25.0,20.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,30.0,10.0,20.0,25.0,5.0,10.0,6.0,9.0,6.0,8.0,6.0,1,8.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,0.0,2.0,5.0,1.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,25.0,15.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,8.0,8.0,7.0,7.0
